1~5일 수익률 표준편차,6~10일 수익률 표준편차,11~15일 수익률 표준편차,16~20일 수익률 표준편차,stock_code,상장일,VIXCLS,시장금리국고채3년,WTI유(-1~-5),WTI유(-6~-10),WTI유(-11~-15),WTI유(-16~-20),금(-1~-5),금(-6~-10),금(-11~-15),금(-16~-20),구리_미국(-1~-5),구리_미국(-6~-10),구리_미국(-11~-15),구리_미국(-16~-20),미국_커피(-1~-5),미국_커피(-6~-10),미국_커피(-11~-15),미국_커피(-16~-20),돈육(-1~-5),돈육(-6~-10),돈육(-11~-15),돈육(-16~-20),미국_옥수수(-1~-5),미국_옥수수(-6~-10),미국_옥수수(-11~-15),미국_옥수수(-16~-20),코스피수익률표준편차(-1~-5),코스피수익률표준편차(-6~-10),코스피수익률표준편차(-11~-15),코스피수익률표준편차(-16~-20),나스닥수익률표준편차(-1~-5),나스닥수익률표준편차(-6~-10),나스닥수익률표준편차(-11~-15),나스닥수익률표준편차(-16~-20),원달러환율수익률표준편차(-1~-5),원달러환율수익률표준편차(-6~-10),원달러환율수익률표준편차(-11~-15),원달러환율수익률표준편차(-16~-20),회사명,경기국면
0.230206559,0.142828411,0.068683601,0.080376259,294140,2020-02-28,40.11,1.104,0.014315422,0.011273985,0.006117248,0.014528443,0.011896786,0.007347104,0.0051144,0.003568355,0.004983609,0.005597789,0.004115935,0.006016911,0.017846246,0.031692126,0.022658093,0.0085237,0.022501605,0.075794801,0.002953646,0.006850392,0.007515778,0.008342869,0.00409156,0.005504654,0.017947162,0.007628114,0.007548566,0.016469697,0.0184568839809117,0.0055986072528595,0.0067339777066049,0.0138699532974158,0.0066185802588886,0.0026178142765678,0.0042768226987311,0.0061769902605646,레몬,0
0.136639405,0.029572994,0.041498771,0.040507999,228670,2019-08-08,16.91,1.165,0.019574873,0.044030552,0.00749056,0.005007312,0.009958768,0.008878944,0.003566847,0.001599951,0.006594145,0.01744813,0.004191674,0.01038787,0.014446031,0.016449777,0.005641363,0.011028889,0.011180253,0.011240577,0.004890607,0.017036905,0.006959509,0.018223816,0.005836847,0.012883736,0.009141375,0.008052671,0.008433384,0.007372025,0.0184287646787744,0.0090545774518563,0.006368091745479,0.004369610657072,0.005299630029131,0.0025410480369959,0.0039468325655994,0.0028348833851634,레이,0
0.040419711,0.018508701,0.019836658,0.040527707,228850,2016-04-11,16.26,1.466,0.035404298,0.02063035,0.012623851,0.028029253,0.00605642,0.006604483,0.007193618,0.009203378,0.014642582,0.005152296,0.008326555,0.010147302,0.007646559,0.014792504,0.006349273,0.02090103,0.003169572,0.003397879,0.010020232,0.006656683,0.004031324,0.003486794,0.01990864,0.002935161,0.004907153,0.006741625,0.002890749,0.002919884,0.0117495173877187,0.0073607812102471,0.0062097811946986,0.0087786887817166,0.0047759836509241,0.0064680117930103,0.0063132996771318,0.0106137291534518,레이언스,0
0.0537777559999999,0.094342286,0.033796198,0.037062609,412350,2022-06-24,27.23,3.523,0.024974346,0.03086763,0.004121406,0.010266196,0.00236357,0.010240487,0.012836083,0.003021623,0.024523029,0.01036602,0.009926974,0.004382642,0.020612686,0.014159524,0.016318787,0.015880727,0.016399293,0.006706979,0.005696507,0.004127345,0.018056582,0.00922755,0.005971242,0.010232818,0.01366877,0.014204363,0.008560101,0.005340744,0.026122564710171,0.0293544920674201,0.0192185673679652,0.0180557100530192,0.0032837418934507,0.008582922392073,0.0046248360415819,0.0072851777309403,레이저쎌,1
0.707546608,0.06335369,0.0282826799999999,0.03570675,277810,2021-02-03,22.91,0.978,0.013862307,0.006978834,0.010767706,0.012833067,0.009105358,0.001463837,0.00734844,0.006279137,0.003026231,0.008806482,0.003946627,0.012704472,0.013140431,0.00937829,0.011720391,0.007320028,0.013585586,0.006874742,0.021633787,0.012371293,0.012662459,0.017668988,0.019627346,0.009164,0.02296485,0.017270491,0.020441334,0.020824202,0.0223428287583088,0.0080500145724508,0.0087520203666828,0.0150367116954576,0.0030856590322303,0.0038241508059047,0.0041400347044967,0.0025848658105523,레인보우로보틱스,1
0.091492404,0.059549878,0.026639294,0.050405039,238120,2016-11-03,22.08,1.428,0.017795215,0.012094736,0.017568763,0.005406154,0.00823704,0.005688006,0.002802456,0.002506497,0.00459326,0.008322521,0.001824656,0.00226336,0.009140531,0.01699976,0.005555164,0.007452908,0.024286143,0.018137002,0.008280314,0.092323688,0.007112843,0.01089215,0.010712473,0.006245851,0.00711985,0.006868306,0.005855266,0.007051708,0.0033902665552251,0.0065764683450514,0.005077287261808,0.0079678989741936,0.0047109763357448,0.0061629368965955,0.0062868504258284,0.0086817741403687,로고스바이오,1
0.189007526,0.049850958,0.044879873,0.017643072,108490,2018-10-26,24.16,1.968,0.019386405,0.014895651,0.015121638,0.012128704,0.005681653,0.001884712,0.013268486,0.006879414,0.004788506,0.008188082,0.00455352,0.00841672,0.023898809,0.021457328,0.014574406,0.014298069,0.026716889,0.021433364,0.078525026,0.003393807,0.010179766,0.004444612,0.008051582,0.002754593,0.012719514,0.01071909,0.01655802,0.008291942,0.0264071840573059,0.0210109544491677,0.0156847260828413,0.0083828369961699,0.0049135156715954,0.0068737391194315,0.0046943278618121,0.0042503294655277,로보티즈,1
0.033996367,0.023159555,0.033828982,0.028229152,900260,2016-06-30,15.63,1.247,0.028180701,0.030843411,0.027176673,0.012304979,0.004291011,0.02435426,0.003991216,0.003619087,0.009605795,0.016864671,0.015714249,0.006643539,0.01853995,0.022548933,0.009176499,0.01362203,0.004728668,0.008778539,0.029541704,0.002574119,0.01475278,0.022639061,0.017558905,0.010719585,0.016087847,0.008231723,0.007507985,0.005776099,0.0287459786859038,0.006212776466097,0.0052323271727997,0.004505187012954,0.0144426917469779,0.0043715670947215,0.0056339777407392,0.0079990601398989,로스웰,0
0.517254718,0.03006172,0.057986611,0.166022718,67730,2015-07-29,12.5,1.716,0.010253103,0.011424472,0.017142991,0.011836144,0.006361016,0.009976234,0.004067886,0.001568767,0.011961318,0.008624935,0.00457472,0.010501832,0.0078364,0.017521863,0.015546187,0.00852064,0.012673792,0.017779395,0.026950743,0.005069299,0.02345261,0.016492607,0.015640664,0.007530858,0.004678968,0.005569308,0.009770113,0.013419457,0.0084003332058609,0.0064939995698405,0.0133799634645786,0.0039320562625441,0.0062414072899108,0.0023170174265571,0.0045341362470689,0.0027076191101458,로지시스,0
0.04923253,0.009004055,0.018604919,0.014497689,89860,2021-08-19,21.67,1.36,0.008560595,0.020642065,0.017009738,0.016047787,0.003360283,0.01420243,0.011019655,0.005124363,0.012210314,0.010566191,0.006087828,0.005421644,0.011258988,0.01597899,0.004710049,0.040269097,0.085360003,0.00396018,0.003682386,0.007608727,0.00677726,0.011214859,0.009976107,0.016079945,0.006402818,0.007409218,0.007419794,0.007581797,0.0056738775064927,0.0051098794569552,0.0045753614285875,0.0086611624421417,0.0047779866341097,0.003539002931242,0.005271856557076,0.0003560073486516,롯데렌탈,1
0.02545718,0.014296258,0.017246246,0.041446327,286940,2018-07-27,13.03,2.112,0.013400173,0.004154805,0.020564323,0.024602356,0.004096145,0.005799378,0.002264079,0.004488729,0.010719801,0.016666597,0.006189091,0.016441942,0.008253002,0.026713565,0.007314416,0.012396211,0.013627618,0.064311171,0.001640952,0.007390268,0.012725725,0.005926244,0.020016849,0.011309878,0.006429477,0.006496628,0.005018884,0.010953633,0.0078032526822466,0.0038918674807235,0.008501346494428,0.0078681243992599,0.0065009267451929,0.0046694871814035,0.0065168446719032,0.0035975593265445,롯데정보통신,1
0.159049756,0.084901578,0.01817545,0.01824837,328130,2022-07-21,23.11,3.294,0.023725115,0.037702868,0.023786319,0.064777105,0.003605216,0.008466559,0.007368453,0.009082157,0.018798678,0.02389398,0.024031839,0.02110412,0.034776105,0.032815079,0.004776664,0.010764425,0.015456288,0.002913782,0.004607165,0.010094589,0.014107638,0.057492891,0.017646092,0.01405219,0.008744237,0.010849951,0.015961808,0.017568596,0.0154114616382501,0.0166354088496317,0.011437559315732,0.023946396110945,0.0067428355129447,0.0076767839987204,0.0087254769770563,0.0056247391797489,루닛,1
0.148695437,0.028583474,0.035613789,0.084746723,377450,2021-10-29,16.26,2.103,0.011855459,0.015891578,0.006606822,0.00674837,0.00511295,0.004563709,0.007489525,0.008948611,0.012453912,0.016992241,0.013051703,0.021535106,0.022546155,0.012318314,0.012628497,0.02387491,0.025333667,0.01583817,0.050555142,0.004045555,0.01036676,0.011988641,0.007833936,0.011785922,0.007067267,0.006412561,0.012825094,0.008952102,0.0086217099332385,0.0034340642247356,0.0099168569106414,0.0138734243625646,0.0045863256215603,0.0043963205298194,0.0045841729697497,0.0034798408660886,리파인,1
0.739025006,0.060115655,0.035139052,0.035356923,277070,2018-03-14,17.23,2.274,0.016662728,0.017116455,0.010990487,0.007844802,0.002658495,0.006950369,0.00948554,0.001320274,0.008717231,0.010502707,0.00721688,0.005874784,0.009809366,0.005947872,0.011539249,0.010123389,0.001829986,0.01051032,0.018665904,0.014078644,0.0042421,0.007374527,0.006689265,0.002990914,0.006863046,0.011587755,0.010501144,0.012114419,0.009931190768665,0.0107723993504366,0.01186967844635,0.0095318490186693,0.0080792534962145,0.0056073704710713,0.0050729123780048,0.0064824151861116,린드먼아시아,1
0.71873864,0.068762548,0.025316437,0.014493792,439090,2023-06-08,13.65,3.543,0.006370313,0.03053918,0.019787224,0.005669537,0.006129274,0.011325273,0.004778162,0.005458162,0.00538163,0.010128819,0.018607985,0.009250817,0.009020369,0.019459445,0.012688127,0.008876964,0.019351824,0.024301178,0.012057181,0.011259437,0.013155406,0.016129429,0.01016995,0.013230861,0.006689496,0.005661776,0.003463888,0.003187257,0.0102839319376592,0.0130410443040799,0.0113653233201282,0.0057979322188317,0.0035278357079162,0.0060254092692623,0.0056095210474728,0.0072689180734418,마녀공장,0
0.341673294,0.056618301,0.025483132,0.128093571,195500,2019-08-20,17.5,1.101,0.01424785,0.026217713,0.035413769,0.041617408,0.004147779,0.004896837,0.011734441,0.008565485,0.001108833,0.011400856,0.010055801,0.01516136,0.01014134,0.024119721,0.014828029,0.012574529,0.084419339,0.00269218,0.01421342,0.017661623,0.016078142,0.02825949,0.007710656,0.01733326,0.007007743,0.014415564,0.008174075,0.004794471,0.0205309841428381,0.0148998824577707,0.0123276775036286,0.0090002088837917,0.0075150393037358,0.0062352173535435,0.0043423009368843,0.002158774117997,마니커에프앤지,0
0.336896613,0.038285271,0.033558799,0.062368486,305090,2019-06-05,16.09,1.542,0.024646742,0.017914406,0.027615045,0.006150237,0.007285813,0.004426146,0.00461552,0.004946703,0.004955098,0.006269472,0.007657156,0.002665709,0.013016261,0.017398084,0.025702811,0.015077842,0.009873111,0.016884159,0.013983108,0.004105313,0.009601254,0.022995434,0.018727137,0.010869453,0.009528154,0.00373569,0.006934342,0.013732979,0.0176019399853415,0.0096662695530693,0.0128605674673409,0.0146752254075166,0.0051870845828525,0.0016740766124123,0.004647641835056,0.003829353914171,마이크로디지탈,0
0.156986805,0.04032162,0.020255863,0.074106592,424980,2023-04-26,18.84,3.259,0.012523284,0.011938884,0.014236938,0.005120556,0.007378804,0.005740754,0.012752298,0.004919932,0.010776508,0.007329556,0.007696199,0.005904248,0.012891891,0.028286374,0.024051851,0.009471733,0.006970416,0.047115091,0.005564367,0.00728417,0.00781753,0.010680594,0.0112074,0.010795089,0.005548541,0.002474292,0.011566897,0.004068744,0.0085607581769214,0.0107980700206371,0.0067846682689358,0.010629201511495,0.0041025510673063,0.0094537484037108,0.0023819288623713,0.0064607755041997,마이크로투나노,0
0.124062492,0.048545103,0.026454433,0.06510705,147760,2016-12-12,12.64,1.734,0.016748851,0.010327464,0.048500011,0.019727346,0.005684818,0.004536698,0.008882305,0.00830874,0.00808122,0.014185696,0.011170569,0.012123245,0.006103049,0.009183627,0.018269408,0.010802273,0.01153257,0.014986549,0.0114067,0.013435245,0.010345298,0.015240758,0.014555992,0.002791468,0.010532442,0.003648426,0.00662176,0.004472809,0.0033893429684334,0.0068620550222102,0.0044239088463891,0.0054067206181635,0.0062015417633123,0.0068799932078639,0.0073591573236803,0.0038185169443408,마이크로프랜드,1
0.149559453,0.0531912399999999,0.014154964,0.034439614,377480,2021-11-23,19.38,2.031,0.016246688,0.012357448,0.019882127,0.025475996,0.010139649,0.005502128,0.003550065,0.012301132,0.009752179,0.008377051,0.012556842,0.005713899,0.012961442,0.021102836,0.027775567,0.011624541,0.012153452,0.016098884,0.011212698,0.017794226,0.005911839,0.006037346,0.011560001,0.006950689,0.010282265,0.010231142,0.008968042,0.008859206,0.0081200152825195,0.0103248440597605,0.004148058654794,0.0056723373152062,0.0036673766582567,0.0128459973249569,0.0035805013860694,0.005795918784691,마인즈랩,1
0.652208481,0.043593497,0.0264373409999999,0.024085265,169330,2020-07-01,28.62,0.847,0.016265347,0.031656302,0.017861977,0.040299656,0.004524526,0.005570211,0.006015346,0.006315851,0.006198745,0.006816372,0.004726957,0.012834925,0.012973738,0.014959752,0.01701752,0.005563211,0.015690524,0.021436817,0.023888368,0.038826336,0.018656891,0.008643902,0.002309203,0.005095392,0.017545558,0.004384907,0.03697357,0.011953207,0.020959780979147,0.0044750390757048,0.0292666816378483,0.0101849382243353,0.001925411377064,0.0027891989334174,0.0070567417573499,0.0043169401213217,마크로밀엠브레인,0
0.676637475,0.138286756,0.057684634,0.049096975,377030,2021-07-27,19.36,1.38,0.009901268,0.040578229,0.017264303,0.013677724,0.001245427,0.002398635,0.005987386,0.003050312,0.017174484,0.015675145,0.008640031,0.013448111,0.059897541,0.044833968,0.01704602,0.008824506,0.00282458,0.00949851,0.027673211,0.006560298,0.014286167,0.012668371,0.089960132,0.009508407,0.007581884,0.007322448,0.008673298,0.003902831,0.0060282017476408,0.0033268226652577,0.0060368183550515,0.0048349152211723,0.0035562915812685,0.0045280007888441,0.0033145169550136,0.002327582236141,맥스트,1
0.152847417,0.143405132,0.040250255,0.0521046349999999,100590,2018-12-14,21.63,1.781,0.022306004,0.017649337,0.020436337,0.016941679,0.002121401,0.004145295,0.005456133,0.005596155,0.011397453,0.010903089,0.004975402,0.018410145,0.017119123,0.007856506,0.021367952,0.010334994,0.005289643,0.01025348,0.009951028,0.014219942,0.002020366,0.00546038,0.008573537,0.006965161,0.009169885,0.012267186,0.006845892,0.004906609,0.0161151559805633,0.0207767912841297,0.0141805168804206,0.0177079133501626,0.0054533585149355,0.0040988218602971,0.0034893747013026,0.0058101246525425,머큐리,0
0.118522719,0.040266574,0.04118728,0.049327041,133750,2015-12-18,20.7,1.693,0.030804781,0.012013902,0.032691437,0.020920176,0.014669876,0.002765632,0.011171505,0.006310963,0.013075849,0.008393516,0.010395206,0.01125848,0.004785605,0.019936076,0.017603904,0.01515658,0.036733941,0.013673024,0.012739717,0.01405482,0.01753194,0.009411992,0.015403371,0.008910508,0.010750021,0.004912832,0.012619938,0.005575889,0.0156580404084348,0.0135301546207554,0.0097433161793561,0.0028362820668389,0.0057746726617616,0.0070840109671306,0.0041793849696261,0.0060298529373473,메가엠디,0
0.071451998,0.074344031,0.043404228,0.031523436,235980,2019-12-19,12.5,1.383,0.005306708,0.009200069,0.017893608,0.025118743,0.000637648,0.003227174,0.005535671,0.005229765,0.005034865,0.006757244,0.010487026,0.004313095,0.027626637,0.033366546,0.016583311,0.010258618,0.075154965,0.011056975,0.004438595,0.023967565,0.027230774,0.015434245,0.005422179,0.004636326,0.008327123,0.005045858,0.005969888,0.00872081,0.0039312093700449,0.0053724051013404,0.007641171713668,0.0070009214624814,0.0067387923464721,0.0016512415276345,0.0009634500506635,0.0045371366101227,메드팩토,0
0.082022296,0.037667599,0.026636873,0.034302084,241770,2017-12-06,11.02,2.084,0.011190877,0.006800906,0.006981834,0.012098502,0.005253683,0.005803107,0.004715249,0.010862416,0.022164616,0.007780314,0.005549379,0.004447778,0.006627288,0.017077587,0.003477068,0.009876762,0.009669256,0.015543555,0.020279537,0.014380454,0.008703122,0.008535107,0.003979405,0.00940882,0.009155084,0.007566722,0.003917501,0.002858769,0.0078983292062608,0.004617711052977,0.0070354277792021,0.0034651403443392,0.0050416499553917,0.0043540761657066,0.0079979920078572,0.0018303169426525,메카로,1
0.739404383,0.061404373,0.033639753,0.028753817,327260,2019-12-24,12.67,1.37,0.007906589,0.005306708,0.009200069,0.017893608,0.002938316,0.000637648,0.003227174,0.005535671,0.004764212,0.005034865,0.006757244,0.010487026,0.02815766,0.027626637,0.033366546,0.016583311,0.008399895,0.075154965,0.011056975,0.004438595,0.001916506,0.027230774,0.015434245,0.005422179,0.00549227,0.00733811,0.007032611,0.007033793,0.0025549178696573,0.0039262272849676,0.0064852364806694,0.0095172566078747,0.0023074218184932,0.0074908782082864,0.0021029435030997,0.0037862862233672,메탈라이프,0
0.211247966,0.036942022,0.121141929,0.173648884,58110,2015-12-14,22.73,1.732,0.012671717,0.025181932,0.026856268,0.017829718,0.002765971,0.011144781,0.007157631,0.007113651,0.008655064,0.008005542,0.013410567,0.009871664,0.020238918,0.009706521,0.024268444,0.011979559,0.013495708,0.013320159,0.016513256,0.012924678,0.009414538,0.013261195,0.01074739,0.009149217,0.00380438,0.012775841,0.005818685,0.011276272,0.0106511683329872,0.0145906333039279,0.0026263185108341,0.0127637554853148,0.0052829361921906,0.0062312269401524,0.005748841276494,0.0068915866528091,멕아이씨에스,0
0.234599663,0.033293498,0.058482031,0.060281357,257370,2018-09-13,12.37,1.921,0.01181432,0.008359404,0.008047852,0.006300041,0.003228408,0.003005475,0.002039242,0.007214557,0.009418006,0.013445175,0.007083708,0.007584145,0.012526432,0.016699957,0.004814022,0.021857683,0.018056606,0.022004425,0.026577119,0.038666592,0.017702833,0.026357909,0.013124943,0.008228598,0.002377217,0.007116935,0.001214768,0.006389578,0.0057737320267206,0.0079794648531747,0.004492122849365,0.0069621235491556,0.0074707651598874,0.0038381676851327,0.0076413686387625,0.0067975733365207,명성티엔에스,1
0.71422682,0.153646357,0.16172975,0.060059121,9900,2020-12-07,21.3,0.961,0.007446664,0.012236879,0.023467518,0.006252673,0.003372359,0.010460502,0.009267752,0.005054434,0.004249941,0.008460783,0.008809075,0.013378887,0.011571923,0.037879083,0.009212781,0.026619993,0.003893861,0.013563043,0.006589363,0.016323233,0.009192509,0.010788722,0.007631307,0.008190557,0.013545197,0.009281071,0.008515613,0.007385899,0.0057168839274269,0.0066410403777252,0.0080813233491857,0.0143376757236926,0.0044424721457672,0.0022836666647376,0.0050158893243007,0.0027123600769632,명신산업,1
0.209984714,0.024684509,0.032221685,0.033054848,434480,2023-05-19,16.81,3.34,0.016583614,0.012072745,0.018823213,0.024238527,0.007324625,0.004709792,0.009039475,0.007579389,0.018626285,0.015359482,0.004918911,0.010598439,0.019554936,0.005415141,0.01776204,0.005483801,0.058482153,0.003670304,0.009760259,0.006072034,0.024900844,0.012750472,0.004395711,0.00553953,0.005599183,0.003750522,0.006872867,0.005548541,0.0083645463628356,0.0109362627175896,0.0065090850564998,0.0158243901741534,0.0073085802504987,0.0063532282980014,0.0034967667264589,0.0039009514209427,모니터랩,0
0.112091026,0.036372352,0.036228552,0.031730663,417970,2022-10-07,31.36,4.276,0.020362358,0.026053791,0.026875149,0.011165795,0.010816934,0.00867309,0.008654951,0.002747254,0.013979493,0.011590103,0.015886436,0.004196786,0.024776139,0.014777463,0.01118214,0.021925053,0.024373486,0.009736639,0.010923451,0.006562963,0.006871515,0.005293603,0.009705924,0.010849646,0.012135683,0.012941881,0.006462097,0.017321504,0.0206513726984793,0.0188450777919493,0.0096837803844164,0.0291779008207933,0.0075059250205256,0.0065589868645849,0.0060143194722619,0.0069066401150337,모델솔루션,1
0.303569243,0.062066964,0.125137936,0.042149057,87260,2017-02-24,11.47,1.666,0.008986733,0.002995032,0.013168944,0.009205532,0.007346201,0.004113186,0.003446517,0.003783203,0.016947849,0.007164211,0.019526948,0.008970651,0.008855827,0.005875844,0.009562388,0.007267354,0.015602538,0.028522473,0.004886834,0.007742591,0.00772572,0.010856728,0.006493897,0.006695588,0.003728393,0.002988246,0.002736032,0.00675749,0.0037685984799974,0.001434976037709,0.0025869242615101,0.0048397166630988,0.0059068537708422,0.0057712381937513,0.0064910155080043,0.0104423836401992,모바일어플라이언스,1
0.744683699,0.085901211,0.029969117,0.023848228,348030,2021-01-28,30.21,0.977,0.004670954,0.01089714,0.01251364,0.012908299,0.001477603,0.007443024,0.006329101,0.019321675,0.007588673,0.006218995,0.011324551,0.015265201,0.006735524,0.011720391,0.013477239,0.01405635,0.00478462,0.021633787,0.017553635,0.002836051,0.017837655,0.019627346,0.010219123,0.023547555,0.01748954,0.020433707,0.018853886,0.012814882,0.0134351242892143,0.0116777748927581,0.0148745877820414,0.0089234464618942,0.0037272968679455,0.0039768437761748,0.0032216262751976,0.0028083770765887,모비릭스,1
0.090594012,0.021386281,0.006067125,0.017489625,288980,2022-03-10,30.23,2.267,0.064136778,0.040628965,0.007411957,0.009377358,0.01927342,0.0126687,0.010480742,0.002264168,0.019251015,0.016325763,0.00517418,0.005819101,0.019668249,0.018770518,0.017077114,0.009421015,0.015657615,0.025732079,0.015565511,0.011654221,0.012721512,0.028948319,0.02723541,0.013580195,0.014956361,0.015904389,0.011019022,0.009335188,0.026846263619849,0.018249181886758,0.0112739849881887,0.0239195520726141,0.0060808583638935,0.0066594191978929,0.001734095703286,0.0025628577250694,모아데이타,1
0.062358135,0.042332175,0.010685177,0.020903708,118990,2017-08-04,10.03,1.742,0.012469343,0.012289766,0.012144812,0.009993077,0.002945309,0.005360206,0.003272566,0.003221892,0.003771205,0.016919072,0.002120839,0.007053337,0.010589356,0.016726129,0.018221134,0.004972827,0.015299077,0.008749787,0.008005761,0.061337229,0.010965683,0.012547847,0.01823814,0.011393382,0.011731361,0.003600856,0.001894898,0.004676111,0.0026402087947985,0.00372552955318,0.0029182119164506,0.0043289954821254,0.0044542526374507,0.0042302743310165,0.0033626228183435,0.0054134548812209,모트렉스,1
0.694383797,0.025824833,0.036600137,0.017395775,254490,2023-01-27,18.51,3.304,0.010593528,0.010441671,0.011631672,0.012702861,0.004129087,0.004107528,0.007758965,0.002002764,0.002842391,0.008144239,0.008622681,0.013104851,0.011733212,0.012304033,0.016754956,0.024816508,0.003551918,0.011187157,0.003010403,0.007155247,0.012287077,0.008667747,0.00990181,0.001999368,0.008323998,0.006594458,0.010334106,0.012106808,0.0133709713831073,0.0090681830340451,0.0151610450771696,0.0153218686081382,0.0026712198402355,0.0025944022779743,0.0086147950208497,0.0081095969995498,미래반도체,0
0.068351116,0.028642137,0.039324509,0.027757972,213090,2015-12-01,14.67,1.772,0.00903229,0.016109408,0.017965551,0.014821759,0.007695834,0.005629168,0.008227616,0.001876466,0.002566764,0.013818102,0.008717702,0.008907608,0.014243327,0.012031934,0.028366323,0.011755012,0.00228634,0.012804448,0.039728494,0.02651506,0.012197548,0.007059979,0.004235942,0.006872881,0.011071381,0.006028241,0.007148752,0.005431544,0.0025202959490256,0.007714713099249,0.005699928451228,0.0066723447303336,0.0068137643427524,0.0040166960824575,0.0048478417641462,0.0076755146721059,미래테크놀로지,0
0.125146914,0.144780568,0.072514433,0.165811302,201490,2016-10-10,13.38,1.335,0.013663137,0.006221876,0.030834657,0.030830401,0.005322278,0.013808463,0.005198136,0.005911564,0.002823232,0.008155583,0.007568832,0.009108602,0.008323224,0.013135311,0.011850607,0.020459438,0.020776213,0.025002816,0.013451762,0.011404075,0.008967237,0.012957304,0.011524641,0.006819751,0.007662978,0.005876584,0.001686547,0.010796004,0.0032165413697222,0.0090104593656197,0.0069452968136153,0.0114128959260809,0.0049773688337352,0.0078744870333372,0.0044642831349964,0.0076134752840439,미투온,1
0.27840771,0.039104245,0.030886615,0.0538046,214180,2015-06-30,18.23,1.793,0.009430686,0.012444509,0.009703384,0.013709644,0.002309666,0.006151305,0.010539709,0.004646288,0.003742961,0.007679376,0.006342736,0.015330074,0.005710019,0.023541913,0.021654336,0.012761855,0.009502339,0.009993809,0.025982126,0.000577241,0.014697984,0.01150527,0.014675825,0.009108316,0.009649361,0.004463075,0.003462099,0.006109512,0.0097509035439152,0.0061606492789953,0.0073442107080654,0.0059838596336267,0.0044045838790796,0.0046350112402087,0.0047386498997683,0.0061016444225716,민앤지,0
0.076009427,0.163771054,0.069679933,0.050276585,301300,2020-10-28,40.28,0.914,0.021577581,0.019986848,0.012029417,0.022010196,0.001359776,0.007465772,0.009190322,0.006982102,0.00609197,0.013577854,0.007241392,0.007087734,0.007277762,0.014907593,0.010718939,0.012591942,0.006702185,0.026535386,0.049155214,0.004501327,0.004534054,0.004504173,0.009311456,0.013020458,0.005774503,0.006782112,0.003413514,0.016293638,0.0089930148480758,0.0072114194658344,0.010648111335038,0.019543798649701,0.0037304613901756,0.001854221066046,0.0062415673874587,0.0042497163041153,바이브컴퍼니,1
0.102111199,0.024616356,0.012770474,0.019105889,377740,2022-12-22,21.97,3.567,0.010898108,0.025594199,0.012126102,0.017912564,0.007078867,0.014189532,0.003774034,0.006907533,0.002511862,0.017996558,0.005382452,0.009087936,0.010123496,0.034935181,0.010050765,0.00969936,0.025081054,0.023154888,0.002971482,0.004347407,0.00919108,0.011461003,0.002931771,0.009565463,0.006300669,0.007825021,0.007902731,0.011266239,0.017684691338513,0.0102605709062316,0.0100008511109294,0.0234848308266103,0.0117722822204434,0.0068811279950022,0.0204920381820373,0.0117893065296052,바이오노트,1
0.188610074,0.052873746,0.037372209,0.037429267,314930,2021-03-17,19.23,1.177,0.003784326,0.016441013,0.023879888,0.01447671,0.002684678,0.012745602,0.006745599,0.011142249,0.007493844,0.016781782,0.028295757,0.018205476,0.009412247,0.008159887,0.010370243,0.016749945,0.013349078,0.012535675,0.020510136,0.014364841,0.00674442,0.014539242,0.020458882,0.006800134,0.01053829,0.010075757,0.025969347,0.009677292,0.0122316477862545,0.0286047609530773,0.0252367019360158,0.0095424138795074,0.0041286745137242,0.0095569996449678,0.0110795662566036,0.0035225867450996,바이오다인,1
0.034410275,0.044060776,0.069583022,0.065598819,86820,2018-08-20,12.49,1.985,0.014213428,0.0068574,0.015629461,0.01470744,0.005848668,0.007473113,0.002511453,0.003927479,0.024807145,0.00728213,0.007544093,0.016956617,0.010413639,0.004864265,0.007384742,0.011185363,0.043635285,0.008231277,0.014459413,0.01309419,0.00531969,0.017130365,0.003254573,0.012693119,0.008373108,0.003650292,0.008312283,0.006429477,0.0073739607437279,0.0047214342829123,0.0097417763959149,0.0104592422270231,0.0086588942151664,0.0053634125285813,0.0066954497666661,0.0074349746946786,바이오솔루션,1
0.145827971,0.044341031,0.010537315,0.023515782,251120,2022-02-21,27.75,2.363,0.01499353,0.026076094,0.010578379,0.011025265,0.00751918,0.007963143,0.003208436,0.003136318,0.00145039,0.01523839,0.014527216,0.01164656,0.008279683,0.01348832,0.02170131,0.011043763,0.009565024,0.059583288,0.013251354,0.006956402,0.005818349,0.015715769,0.015317231,0.012997488,0.013930305,0.006076106,0.022830003,0.011931091,0.0225569846928459,0.0174759456916622,0.0286792154865016,0.0144313127082542,0.0011344648275896,0.0027843013883782,0.0025005523755736,0.0019885738708978,바이오에프디엔씨,1
0.19567763,0.051332904,0.029591502,0.038984138,199730,2023-03-02,19.59,3.878,0.010133813,0.019467463,0.01216605,0.012478743,0.003889219,0.003422676,0.00537965,0.002723959,0.009515202,0.020125763,0.01591942,0.011015391,0.011564071,0.025402061,0.029966064,0.015242164,0.007703931,0.026576076,0.065622002,0.000997437,0.014106234,0.010768712,0.004345494,0.007287394,0.010291337,0.013400919,0.008086577,0.010973832,0.009974426671186,0.0139024979486379,0.0126809792914111,0.0209444155789598,0.0061789434286854,0.0029673914613975,0.0021106687523725,0.0109263791387705,바이오인프라,0
